label,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper,0.810634196,0.9241710305213928,4.092073595529655e-07,0.7426589131355286,0.8352598547935486,-0.030937754,0.6886529922485352,0.6878377199172974,-0.043447774,0.6449764966964722,0.5724519491195679,-0.054347977,0.5946260690689087,0.5102474093437195,-0.064384364,0.749321461,0.5089160203933716,-0.011427972,0.7235240936279297,0.3506101369857788,-0.03264235,0.7095681428909302,0.2560666501522064,-0.0523353,0.700948954,0.17489752173423767,-0.067102425,0.7979585528373718,0.49706339836120605,-0.013774265,0.7890377640724182,0.3228282034397125,-0.029351499,0.7802167534828186,0.22019372880458832,-0.045822617,0.7719359397888184,0.13702385127544403,-0.058305047,0.8458053469657898,0.5207518935203552,-0.02181479,0.8499504327774048,0.3610307276248932,-0.038442515,0.845666766,0.269613653,-0.050017361,0.8381807804107666,0.19326111674308777,-0.05891769,0.8930999040603638,0.5754191279411316,-0.033652507,0.9191488027572632,0.4696945548057556,-0.046660256,0.9303308725357056,0.40052124857902527,-0.051425289,0.9363267421722412,0.3378714621067047,-0.055156391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock,0.8325014114379883,0.7029749751091003,-5.57E-07,0.770966113,0.6504650115966797,-0.024086324,0.7286771535873413,0.5318272709846497,-0.034278151,0.7328990697860718,0.4240358769893646,-0.046160735,0.7610834836959839,0.35915833711624146,-0.052109737,0.7548518180847168,0.42632195353507996,0.000914468,0.7555556893348694,0.3210321366786957,-0.037247304,0.7634050250053406,0.41428378224372864,-0.056679703,0.7665883898735046,0.4811863303184509,-0.062393099,0.79583025,0.42072761058807373,-0.001503798,0.8000839352607727,0.31877708435058594,-0.040130459,0.80353713,0.4346978962421417,-0.048091061,0.7997344732284546,0.4867841303348541,-0.041861445,0.8361347913742065,0.42790743708610535,-0.011270654,0.8422043919563293,0.3278467357158661,-0.047519833,0.840191662,0.43696728348731995,-0.03523238,0.8335481286048889,0.48917126655578613,-0.015316033,0.8750725984573364,0.4490780234336853,-0.023768485,0.8770229816436768,0.372301847,-0.041820962,0.8717398643493652,0.4423801600933075,-0.028213399,0.8654149174690247,0.4837787449359894,-0.011371001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scissors,0.8147750496864319,0.8253214955329895,6.04046761054633e-07,0.7865158319473267,0.7530229687690735,-0.033927057,0.7911849617958069,0.6543979048728943,-0.049691893,0.8414852023124695,0.5934308171272278,-0.064856768,0.8817177414894104,0.5558252334594727,-0.077636264,0.7925435304641724,0.5062354207038879,-0.017016292,0.7738023996353149,0.3836916983127594,-0.04006182,0.7594444155693054,0.3066503703594208,-0.056433056,0.7488221526145935,0.24360643327236176,-0.066425659,0.8360134959220886,0.5085064768791199,-0.01744815,0.8576524257659912,0.37505507469177246,-0.041868899,0.8688356280326843,0.29079386591911316,-0.059517696,0.8795281052589417,0.2208424210548401,-0.067768365,0.8685800433158875,0.5491184592247009,-0.022984486,0.8938456773757935,0.4921054542064667,-0.057845328,0.8735154867172241,0.5560554265975952,-0.065447725,0.857194185,0.6034121513366699,-0.059785452,0.8944215774536133,0.609687865,-0.031355601,0.9145188331604004,0.5640378594398499,-0.054821454,0.8939151167869568,0.6058064699172974,-0.052439705,0.8765767812728882,0.6419085264205933,-0.044377338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper,0.715316653,0.7107946276664734,3.2397127824879135e-07,0.6660377979278564,0.6614605188369751,-0.021356953,0.6253538131713867,0.5761409401893616,-0.03469057,0.5886315703392029,0.5144081115722656,-0.047285032,0.5506166219711304,0.47754624485969543,-0.060804691,0.6639806628227234,0.4506003260612488,-0.021961616,0.6426666378974915,0.3441651165485382,-0.042796228,0.6313504576683044,0.27800026535987854,-0.059947737,0.6237334609031677,0.2215709388256073,-0.072885908,0.6993827223777771,0.44143518805503845,-0.027494587,0.690196693,0.32505151629447937,-0.046717957,0.684234083,0.2525440454483032,-0.064105868,0.6788485646247864,0.19278335571289062,-0.077046141,0.7328527569770813,0.4585146903991699,-0.03620803,0.7396406531333923,0.35476580262184143,-0.056414463,0.7409405708312988,0.28877919912338257,-0.070460968,0.7393146753311157,0.2318878024816513,-0.080513552,0.7642281651496887,0.495404452,-0.046638753,0.782349706,0.4240758717060089,-0.063994192,0.7924646735191345,0.37648892402648926,-0.07162115,0.7982069253921509,0.33352530002593994,-0.077094868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock,0.7130947709083557,0.6505743265151978,-4.68E-07,0.6715801358222961,0.610792339,-0.01244895,0.649204433,0.5223550796508789,-0.017341904,0.6636314988136292,0.4517119228839874,-0.024701586,0.6851426959037781,0.40834182500839233,-0.028360218,0.6604641079902649,0.4532390534877777,0.004903007,0.6570234894752502,0.3803539574146271,-0.020954158,0.6606529355049133,0.45301949977874756,-0.033205956,0.6653014421463013,0.5009528994560242,-0.035879213,0.6888920664787292,0.44541701674461365,0.001393094,0.6863497495651245,0.37497198581695557,-0.025162406,0.6888593435287476,0.46193158626556396,-0.029479718,0.6927000284194946,0.5029310584068298,-0.023187747,0.7184655666351318,0.44582757353782654,-0.007096313,0.7149561047554016,0.38019347190856934,-0.031315625,0.7140421271324158,0.46481460332870483,-0.021640826,0.7158867716789246,0.5057982206344604,-0.00634178,0.7484797835350037,0.45395657420158386,-0.017265731,0.7416088581085205,0.39959433674812317,-0.028262727,0.7371391654014587,0.45725196599960327,-0.01736266,0.7380867004394531,0.49109575152397156,-0.00421185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scissors,0.75340575,0.7153364419937134,5.99001168666291e-07,0.714645267,0.6554702520370483,-0.032764848,0.7091888785362244,0.5636970400810242,-0.048617434,0.7496447563171387,0.4978462755680084,-0.063655235,0.7871946692466736,0.4608285427093506,-0.077857308,0.7033359408378601,0.43322041630744934,-0.025149837,0.691431463,0.3079618513584137,-0.046696536,0.6828382611274719,0.22805774211883545,-0.062590957,0.676888108,0.16302302479743958,-0.074007802,0.7424505352973938,0.42568469047546387,-0.026099147,0.7501603960990906,0.2973325252532959,-0.050555378,0.7542772889137268,0.2132999449968338,-0.071629986,0.7576920986175537,0.14351162314414978,-0.084998801,0.7749388813972473,0.4526076018810272,-0.031048922,0.7889661192893982,0.37335652112960815,-0.065900907,0.7856013774871826,0.4164305031299591,-0.082146131,0.7817959189414978,0.4621712863445282,-0.085010022,0.8029170036315918,0.49913376569747925,-0.038110483,0.8121641874313354,0.43744906783103943,-0.06517981,0.805021346,0.4632377624511719,-0.072112642,0.7982136607170105,0.501414418,-0.072273485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper,0.5125920176506042,0.7905282378196716,2.7793615231530566e-07,0.49855613708496094,0.7048785090446472,-0.012269643,0.5101016163825989,0.5958679914474487,-0.011479012,0.5192098617553711,0.5182652473449707,-0.010328653,0.5120936632156372,0.4655783772468567,-0.008501817,0.5719348788261414,0.5673470497131348,0.005872012,0.6008697748184204,0.49754178524017334,0.001479308,0.6200988292694092,0.4599367380142212,-0.00425161,0.636555016,0.43298181891441345,-0.009238225,0.5950384140014648,0.6024512648582458,0.004626711,0.6312755942344666,0.5397167205810547,0.002211819,0.653316319,0.501886785,-0.003321306,0.6693916916847229,0.4733174741268158,-0.007658082,0.6099212765693665,0.6486279964447021,4.4535395318234805e-06,0.6455427408218384,0.5985687375068665,-0.006615463,0.6655740737915039,0.566338301,-0.013473587,0.6805250644683838,0.5393843054771423,-0.018508432,0.6179491877555847,0.7019894123077393,-0.006217735,0.6497254967689514,0.6863308548927307,-0.014435049,0.6702294945716858,0.6752642393112183,-0.019112164,0.6888812184333801,0.6650303602218628,-0.022174522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scissors,0.6758166551589966,0.8638615012168884,5.599682140200457e-07,0.6645681262016296,0.7899385094642639,-0.02232039,0.682624102,0.7131730318069458,-0.034910172,0.7177384495735168,0.6757453680038452,-0.047265615,0.7518685460090637,0.6555185914039612,-0.058343612,0.7281650900840759,0.6096665263175964,-0.019038543,0.7599594593048096,0.5169314742088318,-0.032580435,0.7798507809638977,0.4658518135547638,-0.042168304,0.7983155250549316,0.42593422532081604,-0.049499828,0.7557948231697083,0.6474390625953674,-0.020974267,0.8129854798316956,0.5728721022605896,-0.034876514,0.847874105,0.5272881388664246,-0.04917042,0.8749759197235107,0.4975574314594269,-0.059756,0.7687286734580994,0.7006974220275879,-0.025490498,0.803939164,0.6437406539916992,-0.044957109,0.7850263714790344,0.6374557614326477,-0.057729296,0.76631099,0.643150806,-0.063528508,0.7727431058883667,0.7587898969650269,-0.031524748,0.7948330640792847,0.7167043089866638,-0.048258387,0.7862305045127869,0.6961567401885986,-0.055759389,0.7750764489173889,0.686183512,-0.059432343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock,0.7928755283355713,0.7143016457557678,-3.70E-07,0.7737972736358643,0.6267603039741516,-0.015562176,0.7862469553947449,0.5349498987197876,-0.023695325,0.8195013999938965,0.49097636342048645,-0.033446956,0.8514789938926697,0.48480865359306335,-0.039616324,0.8342655301094055,0.5005249381065369,-0.00113444,0.868859053,0.4525071084499359,-0.026799032,0.8447335958480835,0.5013114809989929,-0.041731145,0.8226661682128906,0.5451984405517578,-0.04682244,0.8594566583633423,0.5378623604774475,-0.004127236,0.8992858529090881,0.48163968324661255,-0.030847542,0.8653995394706726,0.5357929468154907,-0.038033649,0.840194046,0.575366199,-0.034361012,0.8780367374420166,0.5808031558990479,-0.011518235,0.9134414196014404,0.5341904163360596,-0.035343319,0.8781238794326782,0.5788124203681946,-0.02909228,0.8519178628921509,0.609612226,-0.016621267,0.8905767202377319,0.629511833,-0.020668985,0.9184824228286743,0.5908406972885132,-0.032722291,0.8938097953796387,0.6118746399879456,-0.024206767,0.8720914125442505,0.6295510530471802,-0.013242705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper,0.8048620223999023,0.8569983839988708,2.3102792567897268e-07,0.7497982978820801,0.8442565202713013,-0.025887296,0.695508599,0.8002914786338806,-0.044315729,0.6491932272911072,0.7679712176322937,-0.06133759,0.6064532399177551,0.7487816214561462,-0.078283772,0.7006135582923889,0.6333906054496765,-0.024334949,0.6524000763893127,0.550230086,-0.046262354,0.622650146,0.5025055408477783,-0.065154836,0.5976177453994751,0.45871952176094055,-0.07918033,0.7282554507255554,0.6002113819122314,-0.028442794,0.6846614480018616,0.4958117604255676,-0.048344381,0.6558054685592651,0.4353209137916565,-0.066110343,0.6302424669265747,0.3838367462158203,-0.078871243,0.7631592154502869,0.5919343829154968,-0.036088243,0.7317572832107544,0.4816097915172577,-0.055651534,0.7110433578491211,0.4177103340625763,-0.068210654,0.6907411217689514,0.3625991940498352,-0.076846115,0.8040977716445923,0.6018256545066833,-0.0461444,0.7917968034744263,0.5098848938941956,-0.062436543,0.7795420289039612,0.4523025453090668,-0.068985373,0.7652614116668701,0.40113937854766846,-0.073208071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
